iter	Logloss
0	0.6685762592
1	0.6418107233
2	0.6157652857
3	0.5935591381
4	0.5709852286
5	0.5465688802
6	0.5233837508
7	0.5058875397
8	0.4890068633
9	0.4699098357
10	0.4522631919
11	0.4350384542
12	0.4187850098
13	0.4034016351
14	0.389721621
15	0.3761251805
16	0.3635862334
17	0.3518439729
18	0.3407189848
19	0.3291586621
20	0.3177046063
21	0.3079094535
22	0.2995393909
23	0.289601258
24	0.2810492504
25	0.2719109457
26	0.2631042674
27	0.2545209297
28	0.2479228768
29	0.2410116542
30	0.2338392971
31	0.2270178368
32	0.2209313756
33	0.21840447
34	0.2122664839
35	0.2064059333
36	0.200842466
37	0.1963687947
38	0.1919373806
39	0.1874319076
40	0.1835663861
41	0.1790331855
42	0.1746809679
43	0.1706758751
44	0.1666961504
45	0.1631455927
46	0.1601965162
47	0.1567973593
48	0.1540075294
49	0.1507544741
50	0.1478009159
51	0.146501715
52	0.1438577771
53	0.1410790731
54	0.1385014678
55	0.135809233
56	0.1333852388
57	0.1311646768
58	0.1288440292
59	0.1269423384
60	0.1247716544
61	0.1226978732
62	0.1209368117
63	0.1189615407
64	0.1172325987
65	0.1154354861
66	0.1138660739
67	0.112454636
68	0.1110697356
69	0.1094784398
70	0.1086168731
71	0.1076443716
72	0.1064837511
73	0.1051553627
74	0.1043623496
75	0.1032804981
76	0.1024182993
77	0.1011464469
78	0.1003504182
79	0.09928587738
80	0.09859618169
81	0.09766810427
82	0.09656367184
83	0.09548388609
84	0.09471593001
85	0.09370760997
86	0.0932164753
87	0.09226447949
88	0.09134263556
89	0.09045244344
90	0.08972827527
91	0.0889784781
92	0.08812781531
93	0.0875256926
94	0.08689637473
95	0.08625329929
96	0.08584037489
97	0.08519450876
98	0.08474332587
99	0.08414473073
100	0.08346669399
101	0.08286562654
102	0.0821968162
103	0.08187324567
104	0.08133852985
105	0.08074051824
106	0.08017133212
107	0.07966413977
108	0.07938647032
109	0.07878770858
110	0.07829327309
111	0.07788199174
112	0.07746042501
113	0.07699080366
114	0.07675039118
115	0.07633272259
116	0.07592853108
117	0.07553708665
118	0.07514898379
119	0.0747431585
120	0.07430601517
121	0.07411872427
122	0.07385370247
123	0.07364660915
124	0.07327051696
125	0.07290140157
126	0.07261311013
127	0.07227816646
128	0.0719056454
129	0.07157220365
130	0.07120609214
131	0.07102945824
132	0.0707498446
133	0.07056777569
134	0.0703052478
135	0.07007363077
136	0.06980077779
137	0.06951250573
138	0.06928173915
139	0.06895211524
140	0.06890240052
141	0.06860227127
142	0.06838248976
143	0.06820321543
144	0.06786579938
145	0.06764915076
146	0.06729579826
147	0.06699736537
148	0.06673719041
149	0.0664838794
150	0.06635427618
151	0.06622083962
152	0.06599735367
153	0.06570587219
154	0.06560894063
155	0.06544519924
156	0.06516693833
157	0.06492225425
158	0.0647232505
159	0.0644714115
160	0.06422695319
161	0.06401374952
162	0.0638371097
163	0.06366628867
164	0.06350849726
165	0.06326600346
166	0.06311924095
167	0.06293848167
168	0.06279484125
169	0.06265914145
170	0.0624788258
171	0.0622947117
172	0.06216701606
173	0.06191459069
174	0.06179696637
175	0.06159851956
176	0.06145819789
177	0.06131182187
178	0.06109978065
179	0.06087094804
180	0.06070549132
181	0.06061552044
182	0.06047085083
183	0.06032488823
184	0.0601365636
185	0.06002720413
186	0.0598825677
187	0.0597496393
188	0.05964309069
189	0.05953635459
190	0.05948906439
191	0.0593799572
192	0.05925758713
193	0.05911287272
194	0.05894527014
195	0.05880220462
196	0.05863588599
197	0.05852924025
198	0.0584030942
199	0.05827724155
200	0.05812544739
201	0.05798936873
202	0.05790481496
203	0.05781436252
204	0.05764443918
205	0.05750791293
206	0.05731090298
207	0.05710648987
208	0.05694757747
209	0.05682555272
210	0.05661554121
211	0.05641975422
212	0.05633412988
213	0.05622683156
214	0.05609303437
215	0.05595339183
216	0.05589009665
217	0.05575355737
218	0.0556693996
219	0.05554713192
220	0.05543914358
221	0.05534449959
222	0.05522746669
223	0.05515802586
224	0.05503652953
225	0.05493724995
226	0.05489025141
227	0.05480690453
228	0.05469578367
229	0.05457516485
230	0.05442293542
231	0.05426782966
232	0.0541702854
233	0.05410527692
234	0.054034794
235	0.05395945808
236	0.0538318727
237	0.05375552482
238	0.0537225848
239	0.05368369266
240	0.05357732136
241	0.05340394324
242	0.05333087547
243	0.05321804933
244	0.05309826909
245	0.05298540894
246	0.05291904393
247	0.0527953929
248	0.05277576101
249	0.05275667849
250	0.05265231094
251	0.05253263295
252	0.05244491138
253	0.05235337863
254	0.05225719697
255	0.05215963366
256	0.05204127466
257	0.05195196701
258	0.05188586118
259	0.0517970521
260	0.05174913906
261	0.05163900859
262	0.05153967471
263	0.05148204199
264	0.05132498791
265	0.0511534691
266	0.05106746737
267	0.0509059149
268	0.05084828595
269	0.05070362386
270	0.05058416967
271	0.0504627113
272	0.05036290881
273	0.05026380816
274	0.05016631102
275	0.05010981812
276	0.05000580251
277	0.04996897808
278	0.04991574839
279	0.04990868236
280	0.04979371388
281	0.04974782721
282	0.04964216101
283	0.04957669544
284	0.0495298674
285	0.04945190149
286	0.04935037885
287	0.04930456066
288	0.04922490654
289	0.04921847962
290	0.04917960148
291	0.04909634341
292	0.04897770107
293	0.04889726266
294	0.04883332832
295	0.04876558165
296	0.04866486256
297	0.04857366895
298	0.04849663682
299	0.04840577624
300	0.04829432321
301	0.0482033021
302	0.04808901712
303	0.04796392842
304	0.04791795312
305	0.04784973514
306	0.04778969816
307	0.04769922193
308	0.04758820737
309	0.04754047656
310	0.04742454337
311	0.04727708974
312	0.04719406379
313	0.04712637139
314	0.04704942936
315	0.04698991003
316	0.04689123103
317	0.04682722409
318	0.0467464319
319	0.04666732087
320	0.04661435028
321	0.04656070869
322	0.0464717152
323	0.04642442474
324	0.04630941643
325	0.04621505736
326	0.0461649758
327	0.0460923555
328	0.04602237994
329	0.04596148852
330	0.04589568246
331	0.04585202355
